Category,Text
1,who has 600points?
5,in what ways does wildlife extinction impacts our world.?
1,where there american snipers in the 101st airborne during world war 2 ?
1,how do they keep dogs who detect drugs not addicted to drugs?
1,when a paid delinquency on your credit report reaches the end of it's five years
1,why do ppl ask about sex?
3,do you know anyone who is obsessed with mariah carey? (besides me)?
1,what did you get for christmas?
2,how do you use vba to change the sql code of an access query? i have a system that uses about three different levels of queries and need to modify the lowest-level one depending on different circumstances. is there any way to modify the underlying sql in a vba module? if not
3,favorite songs by the beatles? list your 10 favorite songs by the beatles
7,application of matrices in economics?
2,why every time password field shows either solid big dot (.) or asterisk (*) why not other characters?
1,if three equals k-x and x equals c but c equals 34 what would k-2x+3c?
1,what is the meaning of life?
5,is there a loan company that will loan me money
1,will you help me find a picture of mayor adam west
4,how do i know if a guy likes me more than a friend? i met this guy and he is really kind and sweet. he gives me rides back to my house
1,who is the fatest person in the world? who
3,why do singers with accents dont sing with accents?
3,what is the best place to party in sf? so i have been to sf once on broadway street with a lot of bars and clubs but somehow i didn't really like it because there are more strip clubs. where is the best street to find lots of nice clubs with normal women??? i prefer hip-hop or trance.
6,what are some medical reasons for not being able to fly?
2,how do i look at someone's yahoo profile and pics?
6,*help* i just got a sore throat last night and i have a choir concert on monday...? *help*? is there any way i can easily get rid of it? maybe like a household remidy!?! *help*
1,i worry too much about what others think of the questions i ask. should i? do you think people who think they've come down from the mount to annoint us with their decree on what is a worthy question need to be listened to or do they need to get a little stress releiver shaped like one of the powerpuff girls to squeeze whenever they see a question they don't like?
2,how can i close y yahoo account?
5,can anyone tell me how a tablet(medicine) works?
4,why do some girlfriends like to have sex alot and some dont? i had a girl friend that love to have sex. now i have a girl friend that dose it 2 if im lucky 3 times a month whats up with that?
1,how can i change back to regular email..bet mail won't work?
1,where can i find info on a fatal accident that killed my best friend online? her name was lois fern ramey tolliver... she was 6 weeks pregnant and was killed on the aa highway in carter county kentucky after striking a 2005 freightliner in the wrong lane in her blk 2005 merc cougar
1,what is nictitating membrane.?
4,what is the average number sex per month for a marrid cupple?
2,can you include somebody else's rss feed on your webpage?
6,any home remedies/treatment for a brown recluse spider bite?
4,is love real anymore?
3,what do you think of john lennon?
2,i dont understand smtp (iis) xp?? pleeeeaase?&#xa;i want details?
2,starting with a circle
6,are there any side effects to the product airborne??
4,why do people cheat on each other? is really human nature not meant to be with one person?
6,what causes eye stys ? i have a big red sty on my upper lid . it's very painful . what causes it . it came so sudden .
3,can paula abdul sing? paula abdul and music
3,where do you find roads without vehicles
3,is quintin costa the carver? well
3,who was the first superman?
3,where can i get the words to the song  on the 12 days of christmas?
1,do you go to public of private school? dont tell me what school you go to.?
7,does our sense of taste change as we age? children tend to dislike bitter tastes
7,what is a cubit?
1,how do you get rid of a boyfriend who just does not get you do not want him anymore??
3,who would win in a no weapon street fight? jet li or 50 cent?
4,how do you delete topics from your history?
4,i want her soooo bad!!!! i can't stop thinking about her constantly!!!!? what can i do? i can't get this girl out of my mind! obsession is nothing
6,would wearing ankle weights all day make your legs slimmer or bulk them up?
1,what is the best way to clean you credit.?
3,do you like nudity in movies? some movies throw it in just so people go to see it
2,what certifications make a great cv? mcse
1,is their a free crimnal back groud web site?
1,recently
2,i am selling a computer
6,can you be sued for making homemade salve? i am thinking about making homemade salve and selling on line and at various craft shows. can i be sued??
2,what is the website that list the job market in asian country?
1,is my membership paid up? i cannot find my aarp card
5,who were the first users of the zipper?
1,are you a virgin?   in what age did u lost  it?
5,are there any colleges offering lifespan a psychology course during the winter break in the newyork area?
1,why is it important now to have a blog if you are looking for a job ? why is it important to have a blog if you are looking for a job ? how can it help ?
1,do you tip waiters in australia?
5,what is the best part time mba program in atlanta
2,what is the difference between dvd+r and dvd-r?
4,if you like someone and your not sure they will like you back what shall you do?
1,cannot get to website www.metlife.com for financial information?
1,hospital t.v.s?? if scientist say that telivision is so bad for you...then why is there one in every hospital room?
4,i would like to know where to find the good adult chat rooms.?
1,did jesus really die on the cross?
3,did annette benning receive an oscar for her role in being julia?  what website has this information?
6,cavernous hemaniomas( around/inside right ear
2,i know an email address but forgot the @ part. how do i find the email address if all i know is the begining?
2,what is the process deskpan.dll? is it safe to be removed from my computer and what exactly is it (spyware)?
3,whats this rock song? the chorus is sung in a britishy accent although i think the band is american and the lyrics go it's all over
4,please help me !? what should i do i wanna ask a girl out but i think shes got something going on with a friend.
5,who wrote the iliad?
7,is there a studies about spaghetti containing coliform bacteria and e.coli? is there any website to look for?
6,what is a s-curl?
1,does anybody know how to astral project? (controled out of body experience)? can anybody tell me the procedures for a full
2,what is the best free photo hosting service?
1,what is the real name of pope john paul(ii)?
3,do you think eminem is the best rapper ever???? well emienm...i believe you em to the core....the most &#xa;popular rapper even in india
4,how can my husband and i make friends? my husband is fairly anti-social and lazy. we don't have much of a social life outside of my family because my husband hates dealing with people. i am more social
2,where best to find free but original movies to download? both vcd and dvd.
1,how can the weather be hot as hell one day and cold as hell another?
7,i am a 9th grader.i have to make a mathematics project. pls suggest something?
1,should a professional gambler who file income tax as a gambler
1,when you create a group are people able to access it without you inviting them?
5,what is the best way to study a long list of terms? with semester exams this week
1,where can you find a credit card
4,why is my boyfriend pushing me to move in with him??? i love my boyfriend and i plan on getting married to him
1,what is and why stock buyback? is it the same as repurchase? is it a good news to the market?
3,who are the composers of garota de ipanema? when was it composed?
3,who is you favorite charmed one.? holly marie combs (piper)
6,what is posterior fossa syndrome?
3,who is stanislav ianevski?
1,how can i find my baby's photo from the hospital in 2002?
7,is it possible to measure the iq of a 7 year old. if so how?
1,what's the best way to put together a difficult clue/scavenger hunt in portland/vancouver? i'm doing a clue to clue hunt for my husband's birthday... any ideas?
1,where in florida is a house made of coral and built by a 4 ' man? i saw this on tv a month ago
3,which singer(s) performs missing (like the desert misses the rain)?
6,what's the fastest way to loose belly fat?
3,anyone remeber the movie solient green? if so
2,how do i install front usb 2.0 ports?
2,how to deploy software to every computer apart of a domain? i need to deploy software to 300 computers  thats part of a network
4,why do i get so sad when my husband goes camping for 3 days?
7,one purpose of the collision experiments is to study blank structure?
6,what is the best way to fight allergy? i'd like to know the main causes of the allergy including asthma and how can we avoid it?
7,why does a kitchen gas burner glow yellow when a pot of boiling water overflows?
1,i'm a guy what can i do to experience multiple orgasms?
1,where can i cash a cheque from great britain in pounds in the usa? i will be receiving a cheque for a large amount from a lotto winning that will be for 1
2,i want to send a friend an album i put together online.  is there a place that allows me to send a 80mb file? i would like to just be able to log on and upload and send.  i've seen my friend pull albums off a site that her brother had sent her but i can't remember the name.  not bit torrent.
4,why do guys often act more selfish with their time and space than women? sometimes my boyfriend drives me crazy
4,is it normal to want to have sex with other girls if you have a girlfriend? is it normal to want to have sex with a bunch of other girls even though you are in a relationship?  i was curious because everytime i look at another woman all i wanna do is her.  is that normal or do i have some kind of wanna have sex with all women disorder?
3,wat will u do if u see one of ur favorite artist?
7,arteial supply of the heart?
4,what is the best way to get your ex wife to leave you alone? we have been divorced for 2 years and i am re-married and i have custody of our 2 girls but she will not stop the calls
1,how can i read minds? are we all psychic?
6,how long does it take for the hiv to appear positive after someone gets infected with it?
6,what is diferticulitis? it is an intestinal disorder
3,what is your favorite movie quote?
1,what's the best type of mortgage to refinance to? should we stick to a 30 year fixed
2,how to permote a site at zero cost?? i have built a site http://cooltechno.250free.com and wana permote it what to do??
6,how addictive is extacy? can you have a ''bad trip'' on extacy?
1,what's the world's biggest town? i mean
4,is it wrong to have an affair after marriage? i am not happy with my husband so if i have affair with somebody does it amount to infidility?&#xa;i have a daughter so i don't want to break my marriage.
1,where is the best place to get lost in the wilderness and survive in north america?
4,where do you go to makeout if you have no car and can't be alone at home? yeah..... movies seem to work ok
6,what causes bad breath and how do you get rid of it?
5,are university of pennsylvania and new york university public or private universities?
2,how do i delete my recent search list in the yahoo browser?
7,do insects breathe?
5,how many licks does it take to get to center of a tootsie roll pop?
4,how do you know when someone's cheating on you?
3,who wrote frankie and johnny?
2,what is the maximum bandwidht does the slt dsl support at present? about slt telecommunication in srilanks.
3,when does kingdom hearts 2 come out in the u.s.?
3,if you saw pride &amp; prejudice tell me what you thought of it? i saw the movie and i loved it!
1,is patriarchy inevitable?
1,do you think humans are better adapted to extreme hot or extreme cold? because it is damn cold out today and i am wishing it was damn hot instead
2,is there any real difference between friendster and myspace?
3,does anybody remember the old comedy show called the goodies? i remember it was on pbs back in the 70's.&#xa;&#xa;the lyrics for the theme went something like this:&#xa;the goodieeeeeees&#xa;goodie
2,why does firefox loose file extensions when i try to download a file. eg. 123.xls is saved as 123 only. no.xls i know it has to do with the way the software handles mime types
2,how to make a backup of your windows registry.?
1,what is intrisic value?
4,how do i find my soul mate?
4,what should i do if i love sum1 but they dont luv me bak?
2,what are classes
2,how can i save videos i watch using the real player onto my hard disk to watch them when i am offline? i tried the temporary folders .it doesn't seem to work.the player gives an error.
4,how do i know if he is the right guy for me?
1,why don't president bush do something effective to keep illegal aliens out of the country?
2,when did you have your first computer?
1,what could be the internal control weaknesses in relation to purchases and accouts payables?
5,where can i see an aerial shot of an address?
7,why do we always close our eyes when we sneeze?
5,how do you make a sudoku puzzle? everytime i fill one in and it always says made by hand does this meana machine can't make them?&#xa;&#xa;i would rather get an answer to my first question please.
5,what are 4 ways seeds travel? i am doing a project on how seeds travel! can you help me?
1,bail bonds boise idaho licence? want to get a bail bondsman licence for boise
1,is it really necessary to have a copyright date?  won't copyright alone suffice? this is in regards to copyright notices at the bottom of webpages.
4,is having sex with a third cousin who everyone refers to as momma a bad thing?
6,what is the best to fight coughing?
1,how do you legally change your name to a 'symbol' like prince did?
2,can nyone have documentation on online shopping ?
3,is anybody goin to see the new version of king kong?
7,what is the chemical name of  bermacoll used in paint production?
7,how do i use k-means clustering to group observations? how to find clusters composition in k-means clustering?&#xa;how to find changes in within-groups variance ?&#xa;what is initial centroids ?&#xa;what is cluster centroids ?&#xa;how to find distances between the cluster centroids ?&#xa;decomposition of the variance for the optimal solution means ?&#xa;can u explain discriminant analysis ?&#xa;what is central observations?&#xa;how to find distance between central observations ?&#xa;&#xa;answers based on equations are welcome. also pure excell functions (not add ins like xlstat
1,jungle mein mor naacha kisne dekha???
3,how can i meet jonathan schech
4,i need a site where i can get cards with couple making love to send to my wife?
2,how does the mapquest directions feature work? who created it
1,why cant i find a decent job? i'm educated
5,instead of exluding discussions of evolution/creationism/intelligent design
6,what is pubic hair for?
4,do you have any stupid break up lines your ex gave u when they broke up with u? mine said
1,wireless router worth the $$?
4,i have aboy friend and another girl wants me. how do i stop the girl?(read details)? ok
1,how is vegetable gas made? where?
1,how would u rate bowwow?????
2,so where is it in domain ?? here's the answer that ociphoto gave:&#xa;you can set it in a domain policy. if you edit the default policy for the domain it will be set for all users once they log in.(i know that but where i can find it??i found where i can hubit users to change homepage just that!!!!!
6,has anyone had bells palsy...if so..how long til first noticed any recovery/improvement. thanks s?
4,i'm in the 8th grade and there is a girl i like. what should i do.?
1,church info? what is happenen in your church
1,do jimi hendrix and cream lead to development of heavy metal music?
1,how do i delete search words?
4,i asked my crush to the winter dance and she said yes so now everytime were together..i want to be more..? she started out as my firne during softball season and we hung out messed around we were kewl i asked her out once during softball but she got a lilweird and went back to her girl..so then we were just friends and then we started to hang out more and so i asked her to the winter dance(jan.13) so everytime we see each other out in publice we glance smile and and wink or laugh it depends but when were not together were on the phone talkin about everything thats anything and when we happen to run into eachother but were with different ppl we always glance back and smile and keep looking everyonce in awhile..i want us to be more  but i jut dont what to tell her..
3,is rent-the movie playing in any atlanta theaters?
7,what is 1*10^23 in words not numbers please.?
7,natural gas composition? there was a gas leak in the building at work today.  the plumber
6,does anyone know what it is when you have constipation with flu-like symptoms?
1,what is the meaning of corporate training?
1,why is it that i can only post 10 questions a day what if i had a major emergnecy and i needed help?
1,how to be like a yahoo founder mr. david filo??
5,what is a nice gift for my sister? she is 32 has two boys and she is studying to be a minister
4,what is inuyasha?
1,where can i purchase happy new year cards to send out to friends and family? i want to be different this year with sending new year cards instead of the happy holiday cards.  any ideas?
3,what is your favorite horror movie ?
6,he has a reoccuring single blister on his penis that comes once a yr from stress. what is it? could it be venereal?  it never causes any pain and it is only one that he has had come and go for years.  is it something to be concerned about?
2,how to be among the first results on a search engine? i heard it helps to have the right keywords on the head of the html code as meta names... anyone can help me further?
2,how do i use css to put an image at the top-right of a page?
2,what is the best free ocr software for windows? no trialware please!
3,what is your opinion on how well or badly the latest installment of harry potter went?  why?
2,does anyone know of an opensource web registration software that i can use with php and apache?
6,what is the difference between foam soap and regular liquid soap? is one better than the other? or are they virtually the same.
1,what kind of toys do you recconnend for 10years boy? ^^
1,the thing says no spam how do u know whats counted as spam?
3,what rock band has performed before the most paid attendees during its career?
4,there is a guy that i met in school but i donot like him like he like me what should i do? the reason that i donot like him is he say things that i dont like i try to be his girl but he do not have a car to take me out than one day he say i want to get you pregnant but if he would have say i wish thatyou was here with me that would have been diffect thenif i say something that he donot like he be like i went to kill my self the only thing that he show me is that he can pay my phone bill. what should i do
1,what is the best way to make money in real estate?
1,thoughts on a vending buisness?
1,what was your best year to be alive? i don't think i have made it to my greatest year yet!
1,how do i find what city a phone number is coming from?
4,will i always be alone and single? it just seems hopeless for me
1,what is the capital mexico?
7,is the big bang theory probable
4,how different is the feling of penetration between a man and a woman?
2,which is the best internet browser available
1,what do you think is your greatest achievement in life?
1,what do you do when you're lonely?
2,can any one know about microsoft excel ? i want to protect my xl file from others delete it.i know that i can protect by editing and see from others.but i dont know how to protect ot by delete from others?
1,if you were 15 wat would you get your 15 year old best friend for christmas?? just to let you no
7,why sometimes a white foggy line or trail made behind the airplane in the sky.?
7,how can i design electronic products?
1,how can i reduce the size of a picture? with what program?
7,does insulated or uninsulated wire work best for electromagnets?
7,how can i make a phone call to argentina? besides the local phone number
6,i was raped when i was 5 years old. no-one knows about it. i dont remember bleeding. am i still a virgin? will i bleed the first time i have sex as an adult?
1,i am trying to get my fashion suit business up and running
1,do women really find men in uniform attractive? i was just wondering if it is the army uniform getting me all the looks.
1,pop ups that i want are now being blocked
1,will a rabbit fight a ginnie pig?
5,more on spelling? a reecnt sudty conlcdued taht eevn if all the wrods in a snetecne are jmbueld togheter in the wrnog odrer
1,what is the hottest state in the united states?
2,can some one tell about some free website hosting sites??
1,can someone explain a tax where if you own your home
1,i'm getting problems sending mail from my yahoo what do i need to do?
4,i like exexex bf we kept breaking upthen gettingtogether he has a gfnow and i c him everydayin skooli like him i like exexex bf we kept breaking up then getting together he has a gf now and i c him everyday in skool and we have all the same classes but i stil i like him alot i cant stop thinking abouty him...what do i do????i want to get over him but it hard cus i see him everyday and i still have feeling for him..please help????
2,how can i connect wireless w/ speedstream adsl modem and belkin router?
2,is adware the same thing as spyware if not please tell me the reason why.?
7,which igneous rock can be changed into schist?
2,my prymary wsus server can not see the clients attached its down stream wsus servers. any suggestions? my prymary wsus server can not see the clients attached its down stream wsus servers. any suggestions
3,what is the best electronic out?
4,i hate my best friend's boyfriend!  what should i do? what really stinks is that she's changed.  she never hangs out and he always causes drama when she does.  should i just find a new friend?  i want her to be happy
3,wat's betta-the simpsons or family guy? and y?
4,is it worth sleeping with your ex if you can keep it casual?
7,why is uranus out of place? was there a cosmic collision?
3,what was the first movie in which amitabh bachchan acted?
7,why salt will be spread on snowy days?
7,can anyone tell me how the snow is formed? because we have rain
4,how much do you love your pet
1,what do you think is the creepiest job?
2,how do i delete username and password
6,what's the best acne med out there? i have suffered from severe acne since fourth grade!!!!!!! don't say proactiv
4,i live with my parents
2,what happened to the solitaire.com site. the download is no longer working.?
5,what is meaning of shivani?
6,i have mucus in the back of my throat how can i get rid of it?
6,my wife has a menstrual cycle 4 times a month for about 7 days.what is the problem?
3,what's your favorite movie? because my favorite is batman
1,how do u make alot of money when your a kid?
1,should gov. schwarzenegger stay the execution of stan tookie williams?
5,sum of series: a) sum of i/3^i + i/5^i     and b) sum of 1/3^i + 1/5^i? these two are summations and i wish i could write it out for you but cannot on here...  any help?&#xa;(they're two seperate questions)
2,how to make yahoo mail my defaul email?
2,ditch firefox for internet explorer 7 [beta]? i've been a fan of firefox for quite sometime now &amp; decided to check out the ie7 [beta].&#xa;to my surprise
1,is there anybody to post me free coins of his country?
3,where can we find vintage carnatic music videos to download free?
6,how many times is go toget upset during a day? why i am getting upset?&#xa;why i can not save money although i am working?&#xa;why i always feel lonly?
1,how to find out if someone send you money from western union?
4,can you help me? i am having trouble making friends! i'm from a small town!? hi!&#xa;   i am from a small town and now have moved into a lage town! i am married and we have a 2 year old son. we go to play groups but
5,should punctuation marks always be inside parantheses?
6,how many mg of vitamin c should be taken per day for an adult to fight the common cold.  can you take to much?
3,what do you get when you multiply six times nine? and why does it matter?&#xa;&#xa;(and
6,what is the quickest and safest way to loose weight? (no fad diets)?
1,what would u do for a clondike barr?
6,how can i lose weight at home? well iam 18 and i have no money to be wasting on a product that might not work so iam lookin for a free trail of some weight loss pills can you help me
1,what is the difference between an agreement and a contract?
1,how to change a habit ?
1,what do scientologyist believe in ?
1,how do i choose a career? i'm interested in so many different things- how do i pick one thing and focus on it? does anyone have experience with overcoming career indecisiveness?
6,is there anything out there that lightens freckles? are there any creams or alternatives to lasers or surgery for lightening freckles?
3,in the last hour yahoo decided it's not ok to refer to gary&amp;wendy as retard's but jeff the drunk is fine????
5,what is socio - economic ?
3,tru calling? does anyone know why tru calling on fox was cancelled?
6,side effects of protonix 40mg? what are side effects?&#xa;&#xa;same for aciphex 20mg
1,how do you sell a house that is listed jointly...the parties are getting divorced.?
2,how what website is a good host for free with no bannar ads?
2,what site can i go to to find smarze
7,why does a laser shined on brushed alumiun reflect a solid halo
6,what is a good natural way to lower blood pressure?
7,how many ways is time measured?
2,how do i incorporate a music video into my web page? what code do i use?
1,are there child molsters in ct?
4,can you or have you ever forgiven your man for betraying you with another?  (sexually)?
5,before they invented drawing boards
3,how can i unblock myspace? my school blocked it
2,which is the best programming language till date?
3,where can i find the french/japanese cartoon les mystérieuses cités d'or on dvd? it was a cartoon when i was a kid (mid 80s) about a spanish boy esteban and his two maya friends who were searching through central america in a giant golden flying condor. &#xa;&#xa;the series was set during the spanish conquest of the americas.  &#xa;&#xa;that show was so awesome.  i want to see it again
2,how do i run a ruby program on winxp (i have ruby installed...)? i have intsalled ruby but can not figur eout ho wto run a small program. windows xp...
1,how many times has christman fell on sun. and what years?
5,how could i go to sweden for education?
7,why do people need sleep? we've always accepted it as a fact of life
1,virtual administrative assistant/answering service? has anyone worked with a virtual assistant? would you pay for the service? i am thinking of starting this serv&#xa;a virtual admin. i am thinking of starting a small business as an virtual admin. asst. setting up  video-conferences for different companies using my software and camera. as well as projects that any admin. asst. would do. i have worked with polycom
6,is general surgery worth it?
1,how do you make free money?
1,can you get cold sores from kissing somebody?
1,can you give me a job? non profit professional
2,whay my computer take too much time during the boot process
3,what is the best music blog to read? i like stereogum
2,i need the software for a lexmark z611 printer where can i go to get this and download it? bought the printer used.
7,when nuclear radiation enters the tube of a geiger counter
6,what is obsessive compulsive disorder?
1,what is the genesis of the name 401k?
4,how can i increase the volume of my sperm when i orgasm?
4,what is orgasam?
5,where can i find the 1986 yearbook in dickinson
3,is howie mandel gay?
2,what happend to odigo messenger?
2,can someone help me get gmail?
4,i have a husband and im paying 95% of the bill should i dump him?
1,should i wrap stocking stuffer gifts? should gifts for a stocking be wrapped or put in the stocking unwrapped?
3,does anybody know the group that sings staring down the barrel of a 45? swimming through the ashes of another life
6,can you get a wart from touching someone's wart?
2,why isn't  the default login to yahoo! mail secure? is yahoo! collecting our passwords in clear text for some nefarious reason?  why don't they make the default login to yahoo! mail secure?  i've asked them about it after spending the better part of the day looking for a way to provide feedback to yahoo!
6,what is philtrum?
4,who is more creative with sex men or women? and if so what did u do for your partner
5,what type of heat is usually the cheapest to install and maintain:lp gas
1,how to  to deposite money in personal paypal account?  i have hdfc bank account. i live in kolkata
1,i have been offered a listing in manchester who's who. is it a legitimate publication? they don't say how they got my name and address at work.  they don't say who nominated me. and they do say they are not affiliated with other who's who publications.
3,if the foofighters arn't satanic the upsidedown cross would be against their religion?
2,can i run 2 internet servers at the same time? my club wants to have a chat room on aol for meetings.  do i need to change from my server to aol as i want to keep my own?  or is there another way to do the chat without having aol?&#xa;thanks!
6,what are some good ways to stop smoking cigarettes.?
1,where is the best hook up spot?
2,how good are dell xps desktops? i don't care about price.  eta of the system is a major part
3,who is your favorite country singer?
2,turn off dsl modem at end of day?
2,what is the best software to edit pics? any and all would help. it would also help to know if it is free or not.
3,i can't remember the name of the villain who would always tie dudley doright's girlfriend to traintracks??
1,what is the best way of maintenance practice following in the world?
2,how i can install php on xp?
4,what is the best christmas gift for an 18 y/o girl from tx. who loves horses? (from a boyfriend)?
7,what is the process of cremation?
6,how do you do sex?
3,where can i find a site to download yu-gi-oh episodes from 190-220 in english for free please i need help!!!!? i have treid using lime wire
1,who all out there likes dogs?
7,are lightnings going from sky to earth or earth to sky?
7,what is the predicate logic?
5,what is the meaning of mingle?
3,what tv station is the best out of cbs
1,how do you download yahoo! answer beta?
1,can someone tell me what the letters am  and pm mean as relates to time?
2,what is sound card in computers?
4,how do i get a boy to tell how he feels about me? he likes me but he wont tell me
4,do you guys(or girls) prefer large or small breasts?
1,what should i do with all of the holiday cards i received?
1,how can i get money by working online? i have read so much on internet but can i believe other people who i havent met before
4,need a romantic inscription for flowers &amp; new found love.? just met a new girl
3,what`s your favourite singer?
1,which bank pays high cd interest ?
1,i am bored and i feel exhauseted working all day. what should i do?
1,where can i find the daily market value for diamonds &amp; platinum?
2,i am setting up a home network connected to cable modem? i have two d-link 4 port routers and want to know if there is a way to piggy-back them so as to use one as a switch or hub and end up with eight lan ports
4,i like this girl alot
1,what is faux fur?
7,is taurine really bad for you? that stuff in energy drinks.
3,how many sith are there in one time?
1,how can u make a person become noisy too???
6,does recurring cold sores mean you have herpes?
1,should i kiss my boyfriend and if i do it tomorrow would it be to fast he not like it?
1,why do men put there wallets on there right butt cheek pocket? ever though about that?
7,what are the main products of the incomplete combustion of fossil fuels?
1,how can i meet jeniffer lopez for real?
1,why do we hav dream? when i sleep i often hav dream y do we hav dream when sleeping.
3,is the daily show the best news show n tv?
3,does anyone remember the nickleodeon cartoon city of gold? it was on in the 80's.? the cartoon was played on the pin-wheel program on nickleodeon. it looked like japanese animation. i only know of one other person who remembers this cartoon.
1,if we were in 1954 what would i hang from my rear view mirror?
3,which csi is best?
1,what is the reason for poitns on yahoo! answers? im so confused!
1,what happened to the tv show invasion?
2,what is giftworks 2006?
6,do health insurance companies cover plastic surgeries?
4,are there any true free dating on line that do not charge a fee for there services?
1,what were the books on the best seller list in 1970 and 1976?
3,what is your favorite horror movie? whoever chooses my favorite will definantly get thumbs up
3,sarah mcglocklin lyrics hold on? sarah mcglocklin  song lyrics hold on
3,what is the name of the dmx song in grand theft auto liberty city stories?
4,would you leave your boyfriend of 15 years for a better job that in in a diffrent state?
7,wat is the answer to (5x - 2 ) ( 4x + 3 )?
1,why is it that you can help so many people unselfishly
1,how do you get mold out of bathing suits? i was tired after going swimming (i came home late) and i promptly forgot about my bathing suit and towel. now i've just found them and my towel was all black covered in mold. it was too far gone
5,how can i check my final grades for college?
6,im losing my voice? how can i get my voice back quick??
1,how do i stay at home and have parents let me watch their kids for daycare? i can't find any info on going about this. i have a college degree and a teaching credential. thanks!
6,pain relief for pain in the ball of foot?
4,how do i get all of the girls in my school to love me? like steps or something
2,what you want to do in linux?
6,how can i find someone  in indiana or ohio who performs cool laser therapy? there is a holistic clinic in vail colorado that offers cool therapy laser treatments. how can i find someone in indiana or ohio who does the same treatments? i've tried everything i can think of via internet directories
1,why do people shoot off guns on new years eve?
1,how do i make friends?
3,where can i learn to do the robot?
1,who would win in a fight godzilla or king kong and why?
4,can i stop my husband from being so angry?
4,i'd like a 15-16 year old guy's opinion on this one...? ok so i really like this guy at school alot..and i have for about 3 years now.  i really think he likes but i'm not really sure.  he's really shy and nice and super funny.  i don't know what to do.  if a girl liked you and they told you
2,best bit torrent client? im currently using shareaza to download torrents. do u think there is a better client to do that?&#xa;&#xa;thx guys!
4,how do you make someone like you?
6,do girls fart
3,why have i started watching south park 
3,brothers and sisters
2,what is the most imp. course of computer 
6,what is your experience with the nuvaring birth control? do women like nuvaring? do men feel the nuvaring?
1,if you had a choice
4,how can i stop cummuing quick with my girl friend?
1,iam a adult baby how can i tell my wife?
5,what was president wilson's opinion of wwi at the beginning of the war? did most americans agree with him?
2,what do you think of my website? (www.solutionbound.com) any comments or suggestions including the ads?
2,what relationship does yahoo have with the government
1,i need a printable calendar that i can write on to keep track of bills due
2,are there any ms access templates to create a structured survey/questionnaire? preferably at no cost. i need the survey to be able to go to certain questions based on answers. for example
4,what do you do when your love leave you for ever?
4,what happens when u have sex 4 the first time?
3,how can i leave an e-mail at wwww.kingflex.tv.?
1,what is the best christmas gift for a boyfriend?
1,what kind of man are u atracted 2.? im atracted 2 boys with blue eye
1,what’s the best way and easiest way to make money?
6,what are my symtoms of heat waves
5,with research tools like the internet how come some poems are still anonymous? can't they trace the author?
3,how many years will young buck get for the stabbing incident?
6,how do you stop a nervous habit of biting the inside of my mouth?
2,what is adsense?
1,i want a-one  credit does any one have a number
1,are there any teen nightclubs in the pa?
5,what should the serving temp. of coffee be ??
4,why do lesbians or bi-sexuals or bi-curious females believe that women are better in bed than men? my reason for this question is to prove
7,what is the color of the bear? a bear is on top of a cliff 200 meters tall. it trips and falls down and hits the ground in 20 seconds. what is the color of the bear?
6,what store can i buy jovan ginseng?
1,how do i start my own business? small art related home business
6,what is a good over the counter medication to help me stay asleep
3,how many jackets do i have altogether? in my wardrobe all  but four of my jackets are brown
3,when did eric carr die? 2nd drummer for kiss
6,what are the signs of a muscle pull?
4,how do you keep the man you love happy?
4,what are the best ways to cut back from 2 incomes to 1 income? (to be a housewife)?
2,i keep getting the network cable unplugged error with windows xp!? ok. this is absolutely retarded. i have a network cable
7,fast levenberg-marquardt algorithm?
1,what is the best business idea to start with and make good money?
1,what if person w/ legal custody dont give permission for me to claim dep.even though he lived w/ me for 1 yr.?
6,how do i stop hiccups?
4,if guys peak sexually at 19
1,as usual disgusting kids with too much time on their hands are intruding on a logical site.? i am so tired of looking at message boards hoping to learn something and finding it filled with disgusting comments from kids and young adults with twisted minds and too much time on there hands
7,where is paupisi ?
1,how can calculation commisions in the network marketing plans or programms?
4,have u ever been friends with a member of the oposite sex 4 more than a year before you started to date? are those the kinds of relationships that end up lasting?
4,do you enjoy reading erotic stories?
2,how do i keep history from saving on my yahoo search bar?
1,where can i find ecards that jump out and scare someone?
4,is it possible for the girls to get the baby at very first time if they have sex? i want to know about this.
1,if germans are the most short tempered 
7,is the sun really yellow? i wanted to know if the sun was really yellow or was that a far away look at it. is it red or orange what color is it.
7,what does germination mean? how it works?
4,how do i tell if a guy likes me or not ???
4,france - normandy - normanville
1,art gallery feasibility? what would be the major fixed and variable cost items/drivers for a small art gallery? some might seem obvious
3,i need telugu devotional free ringtones where i have to find? devotional
2,what are suitable professional softwares to creat and edit xml documents?
7,who discovered electricity?
6,which is better for your body: orange or milk?
1,what exactly do guys look for in a girl?
7,how do fire act in 'zero gravity'?
6,information on amoxicillin yellow capsule 93/3109?
1,what are the best stock market sectors for 2006? what sectors of stock market are the best for 2006? drug
3,this one is a hilarious riddle? a woman shoots her husband.&#xa;then she holds him under water for over 5 minutes.&#xa;finally
1,does god exist? why?
1,is jcpennys hiring?
1,can you deduct the amount of a personal loan from your income tax if the borrower declares bankruptcy?
7,why space has exactly three dimensions and not more or less ?
1,where did the phrase cop a feel originate?
1,should people stay at a job where the supervisors make you stand up for long periods  of time? do you think it's right for supervisors to make you do things like stand up at your desk or sit in a cold room just because you are not making enough bonus money like they expect?
