Id,Text
996,do i have the right to be mad? my guy said he was going to be back at noon it is past noon by almost 3 hrs. he went to his x's house to be with his kids last night and he hasnt come back. i am stressing it so bad. what do i do?
997,does howard sterns girlfriend get upset  when porn stars tell howard that they want to have sex with him? how about when woman get totally naked in front of howard and shake that ass in his face
998,i can not get on yahoo for popups?
999,is it worth it to date a co-worker?
1000,what do you think is the best rock song?
1001,what helps calm your stomach quickly? (not milk)?
1002,using the numbers 1
1003,how old is dr. phil's son jordan mcgraw?
1004,can alligators live in sea water?
1005,when dumper tells dumpee i dont wanna b with you why does the dumper start rumers around the workplace
1006,what is exception handling in .net?
1007,is it true that ibm used to do business with the nazi’s?
1008,what is the best way to make a photo clearer not by sharpening it
1009,what is the definition of sleet?? as opposed to hail.
1010,what is the safest way to clean a computer laptop screen?
1011,a pimple-like bump on my top eyelid. what is it? its not a pimple and when i squeez it
1012,is there a traditional 30 year anniversary celebration or present?
1013,why do men tell women they're gay just to get their numbers? i recently met a guy on my commuter train who i was friendly to (nothing more) and when we got off
1014,what do i do if you love a girl on the internet?
1015,when does nintendo revolution get released? release date
1016,how much time per week (in hours) should i spend studying for the apr '06 mcat?
1017,what is the best herbal nonprescribed mediciation for someone w/schizophrenia such as calcium
1018,how do i stop/block a email from being received by my address book from getting through?
1019,how can i re-enable my task manager on my computer? i recently has a trojan which is all clear now but when i pressed control-alt-delete on something a popup for windows says that the administrator of my computer (which is me) disabled the task manager
1020,what's the best way to learn japanese on my own. where do i start? i want to know what would be a good place to start
1021,do i have to buy dell cartridges for my dell printer? i got a dell photo printer 720 that came bundled with a dell computer.  i suspect that this printer might be made by another manufacturer and just have the dell name on it (kind of like how chrysler and dodge are the same cars with different names).  is this true?  if so
1022,do gamma rays move as a wave or as a particle?
1023,can there be a global currency ? acceptable in different continents/countries...
1024,why are there so many religions? people say that god is one there are only different names of god. then why are there so many religions. don't u think that there should only one religion?
1025,is otcbb: fura a stock to buy? i have watched this stock fura for several months
1026,why is it that dogs whine? my relatives have this dog which they keep outside the balcony (it poos and pees everywhere
1027,why do people with relatively low cholesterol get blocked arteries and have heart attacks?
1028,how can i tell if is just a bad fight or really domestic violence? women abuse? always having a bad fight that turns into abusive..such as pushes
1029,in the anime trigun what was the model of midvalley the hornfreek's saxephone?
1030,how can i find the fan film called lobo paramilitary christmas special to download online?
1031,why can't i think of any good questions? isn't that sad? i can't think of many good questions to ask. any other time - such as when i'm sitting bored at work - i could think of a mess of them but
1032,tom or jerry?
1033,how much is too much? masturbation how much is too much? and if i am doing it to often how do i keep myself from doing it?
1034,what gambling game gives you the best odds?
1035,what is the capital of france?
1036,what book should i read over christmas break?
1037,where can i find a list of important events from a year in history?
1038,how many server does google have?
1039,how long does it take your liver to process the alcohol from one beer?
1040,what is the origin of foobar? i want to know the meaning of the word and how to explain to my friends.
1041,how can i record audio directly from the browser to the web server? for a podcasting application
1042,what can i do to drive more traffic to my website? you can view it here: http://www.elifoner.com
1043,how much is it to mail a christmas card to england from us (texas)?
1044,what is the derivative of this? what's the derivative of 5(sec(x)^2)
1045,i have written a freeware application
1046,what happens to flick on the playground?
1047,whats the most effective way you can think of to deter potential child molesters.? not convicted or known child molesters.  what would help deter someone from doing it for the first time?
1048,what is the best movie of all time
1049,what's your definition of web 2.0? it seems to mean different things and different technologies to different people.
1050,am i (arnold) stronger then rambo?
1051,girls
1052,how do i disable autoplay in windows xp? whenever i attach my external hard disk or insert a cd
1053,what dose kali mean in hawaiian?
1054,how many sharks does howard have to jump before people get it? howard hasnt done anything new in years.&#xa;same old fart jokes
1055,why and how do fireworks emit different colors and have different forms?
1056,has anyone ever read the book to kill a mockingbird??
1057,is it true that stairway to heaven holds a satanic mesage when played bacwards? my friend told me that when you play stairway to heaven backwards
1058,what is  the largest city in the world? what is the larget city in terms of the population and density?
1059,why do people attack  religious beliefs in the name of religion? why is my belief in the one true god and the godhood of jesus so offensive to the world?
1060,what’s the name of the haunted hotel in the shining?
1061,how can i put my real picture in  yahoo avatar?
1062,who first cracked open an egg and said mmmm i think i'll eat that!?
1063,where can i get music for myspace in the background? i don't want music video codes
1064,what makes a boyfriend smile?
1065,do you belive that the world can go through another ice-age?
1066,what is the difference between networking and pyramiding?
1067,what do you do if the jew comes at you with the claw? with the claw
1068,how can divine pre-ordination and free will co-exist?
1069,what are the best ways to restore credit? bad credit score
1070,do you think micheal jackson should go to jail?
1071,where are the good men? where can i meet an honest man?
1072,do u like fruits basket? its anime!&#xa;and its my favorite!
1073,how can i find the dhcp server on linux ? dhcp server from where my interface got the lease on linux.
1074,if zero degrees kelvin is the coldest temperature
1075,at what age did you lose your virginty? i lost mine at 13
1076,who copyrighted the copyright symbol?
1077,how do you install a video card in the computer?
1078,what is gerard way's middle name?
1079,what does a japanese keyboard look like?
1080,how heavy can a backpack be without any lasting damage to the wearer?
1081,please do not stop the song.....type a line.? all my bags are packed
1082,why do women cheat on their husbands?
1083,which institutions of higher education have the highest quality food?
1084,is it too early? i have known this girl for only like 2 weeks but she is pretty awesome and i'm planning to ask her out is it too early?
1085,i am doing a project on uses of cow dung and i would like to know what cow dung is composed of?
1086,is christmas really feel like christmas without the snow?
1087,how do i remove the cover of a gateway e4000.? i just bought this off ebay.  i have taken out all the screws and still can't get the cover off to put the memory in... please help !!!!
1088,what causes insomnia? high sugar intake?
1089,what is the 2005 deadline for 401k paycheck contributions?
1090,where is blue danube? you are crossing the 'blue' danube
1091,which boys has sung walking in the air apart from aled jones?
1092,where can i find downloadable music videos legaly? where can i find downloadable music videos legaly?&#xa;i dont want limewire or any other sharing download program i just want somthing quick and simple to get legal music videos
1093,what is the name of allianz life insurance co. website?
1094,how do you get a job at apple?
1095,i am looking for used or cheap lead for molding fishing lures. any ideas?
1096,what is a good credit score to have?
1097,heat resistance plastic? what kind of plastic is suitable for coating on nylon for mfg high speed nylon belt?
1098,women and tattoos
1099,how can one stop thinking constantly about an ex?
1100,what was keira knightley's debut movie appearance?
1101,why do people speak about dying of old age when there is really no such thing?
1102,if your girlfriend give a guy a hand j_b just after the to of us break up is she trustworthy to get back with?
1103,where is the gum? i was told that my gum is healthy if i can see less than 4mm of it. but i thought the gum is the flesh connecting the teeth to the jaw
1104,where can i get the best gifs?
1105,is it okay to skip xmas? just don't feel like it this year- no family around
1106,what is genital herpes?
1107,what musicians have ring tones available for download on their web sites?
1108,have you ever seen/met a celebrity. if so what were they like &amp; did they look different?
1109,how to search 4d results?
1110,i have know this guy for 6 yrs what do i do ? i met this guy 6 yrs ago we have every thing in common i mean we just click in every way when we get together we talk til 5 am or later about every thing 1 prob tho he has an g/f and a baby he says it is over but she says it is not over i dont know who to believe he says he loves me all the time when i do go to visit him he cant keep his hands off me i dont wanna hurt her but if he is right and she doesnt want it to be over how do i tell her with out hurtin her and what do i do if he is liein i dont wanna brake them up either he says there sex life is not there i dont know what to do can any one help
1111,who was in cream?
1112,any recommendations for good/funky medium sized towns to live in (us)? ideally - a place with a central downtown
1113,how is it that water can freeze and salt water can't freeze? {think of the north pole.}?
1114,which city stands near the mouth of the yarra river?
1115,is phil ivey the best?
1116,favorite dion - celine or dimucci?
1117,why is it when mothers don't pay any attention 2 their daughters but they can 2 their boyfriends??????????????
1118,what do the numbers on lost mean???
1119,who is nicolaus copernicus?
1120,wireless router setup? i tried configuring and setting up my wirelesss router which i bought from compusa but it won't let me get online even though it detects my ip address and shows a strong wireless connection. what could be the problem?
1121,i want to know about the forces?
1122,is it possible for a novice runner to train for a marathon in 5 months with a trainer?
1123,anybody know of any good chat rooms? where you dont have to sign up or anything
1124,how do i compress a file?
1125,amy grant or kathy troccoli?
1126,what does mp3 stand for?
1127,where abouts does motanna thompson who plays justine littlewood in tracy beaker?
1128,my messenger list does not show any ine there? messenger list not showing up can not tell who is online but when i go to address all are there why is the messenger list not showing up?
1129,tried to send emails to idrc and fao but failed.is it possible to communicate via free emails.? tried to send my reume to idrc and fao for consultancy/project job assignment but failed due to the reply of hotmail service that it is no longer free to email to these organizations.further
1130,what is the best web site for games?
1131,why are men afraid of stronge independant women?
1132,i want details about call centre training?
1133,how google and evil relate? why do people talk about google as evil (or not evil)? where does this relationship come from?
1134,how did elbert f. cox influenec the african america community?
1135,do you like sirius or xm radio best?
1136,what're a couple of better ways to advertise &amp; market very small businesses how do we market and advertise when we are a very small business?
1137,where can i find help learning the history of clothing? i need to know what people wore in earlier times and costumes of people in different countries.
1138,what's the instrumental song in the kill bill movie trailer?  (the song isn't in the actual movie.)
1139,how would you ask a friend out? i have a friend at school who i really like and want to ask out
1140,coffee?????? george
1141,ike glass from newkirk
1142,why can't i login in to myspace.com? my internet won't let me go to myspace.com&#xa;i was just on there to.
1143,is wal-mart a evil company? why? i have herd things about wal-mart but are they true?? wal mart is always in the news it seems like.
1144,should i give my phone number to a woman or ask for hers? i like a girl i met who works at a department store.  we had a nice chat while i was buying something and i left her my card.  it has been two weeks and i have not heard from her
1145,when selling on e-bay how do i make sure my item stays in the front pages so i'll sell? i really would appreciate a real answer .
1146,why are no airlines profitable? it seems like all the airlines have gone bankrupt at one point or another
1147,does anyone have a recommendation for a good real estate agent in houston? my family is relocating to houston next year and we are planning to buy a house close to where he works.
1148,where do you get music for an mp3 player?
1149,where can i find online pics of caitlin character from snl?
1150,when will the world end? are the anchian myns correct i need your advice....? is the world going to end in deceber 2012 or is it just a mith????
1151,i have not earned any money for about 5 years i have been geting disability
1152,what will be structure of human being after 1000 years?
1153,how many sesame street episodes are their? i bet a lot!
1154,what is different between c++ include and java import?
1155,what do men get in return?
1156,my boyfriend and i broke up because he is busy at work
1157,how many licks does it take to get to the middle of a tootsie roll lollipop?
1158,are the oepra saport the yahoo arabic?
1159,what is the perfect blood pressure reading?
1160,are there any free web sites that will teach me how to play guitar?
1161,when can a common man fly to moon? my realtor wants to list the craters on the mls listings.
1162,what is the wikipedia i see so many people referencing
1163,how can we improve the quality of the teachers in high schools?
1164,what is pi times 365 devided by the square root of 16? u can use a calculator. pi is 3.14159265. the sqaure root of 16 is 4. first answer will be chosen as best after 14 days.
1165,when was the parthenon built and why? please answer this by december 20th
1166,what are the benefits of using an electric shaver?
1167,what's the capital city of bolivia? just catching up with the latest geography.&#xd;&lt;br&gt;&lt;br&gt;[expecting an email notification when this question expires]
1168,what is www3 or www4?
1169,what kind of education or training is needed for becoming an art teacher?
1170,religious quotes? i'm sending a get well card to a friend in surgery. does anyone know any good quotes (of any religion)dealing about hope
1171,what is the answer to live
1172,when i get some e mails
1173,what happened to abcs show invasion
1174,how do i fix my computer plz read details.? i have a dell windows(xp)and everytime i log into any of my accounts including the main one the icons and the start menu disapear in like 2 secs.please try to help.
1175,is there a good art school in the san francisco bay area? i'm interested in paintings
1176,i like to put shrinky dinks around my bed before i make love. my gf is creeped out. is this cause for concern?
1177,why can i find true love
1178,what's the best internet browser for windows? i have internet explorer and it sucks
1179,why do we have two ears? why do we have two ears and not just one?
1180,what job do u think is better with me....?? http://www.xanga.com/britneyr10
1181,how do i get rid of hypertrophic scarring on a nipple piercing?
1182,what is the average airspeed velocity of an unladen swallow?
1183,what are some rules for secret santa?
1184,how long has yahoo! answers been out? love.
1185,how can i dub vhs tapes that are copy protected?
1186,why do when guys want to talk to a girl the first thing they ask is are you a freak or if you are a virgin?
1187,how do you make email go faster?
1188,anyone remember howard stern's host radio station in the nation's capital -washington dc in the 70's? -i know the answer but am seeking savvy from washington dc fans .. used to live there! --particularly the station which used to host him live for a dc bivouac.
1189,what is a difference between thinking about love and love itself?
1190,what should i do if i get coal in my stocking?
1191,are apple powerbooks compatable with the olympus m:robe 500i ?
1192,what should i get my boyfriend 4 christmas? he is 56? he is a truck driver from california. we dated in high school. did'nt see each other for 38 yrs. met again at my fathers funeral
1193,i'm a 62-1/2 yr old male in good health. how much longer can i expect to live.? i had baloon angioplasty 9 years ago
1194,other christmas themed horror b-movies? making a list of movies to rent tonight for shlocky fun with a group of friends
1195,how i successe in life?
1196,why are there so many religons? and how do you know which one is right?
1197,does merlin santana have any kids and is his brother juelz santana?
1198,what is the difference between a cable or dsl modem?
1199,who likes angelina jolie?? she's so pretty!!! does anyone like her
1200,how do i get ride of the searches in my yahoo search? it saves all my sarches in the yahoo serch thing and i would like to dealet them how can i do this
1201,ok ladies
1202,what is your favorite song?
1203,what are the important aspects in order to keep a marriage lasts? i'm doing a survey.
1204,what does folksonomy mean?
1205,is heaven really real?
1206,what is the name of calvin's alter space ego?
1207,what is the reason of dissapearence of objects in barmunda tri-angle ? science thought
1208,how can i see which of my questions have been answered without having to click on each one?
1209,why convenient stores(7-11
1210,is it a good time to buy a house in los altos ca?
1211,who is the hottest star in hollywood right now?
1212,what are the requirements to filing independent on your fafsa?
1213,what is the best movie playing in thetres today that i should go and see?
1214,is finland a part of scandinavian countries? if not
1215,i'm tired.  it's 9:02pm.  should i go to bed or stay up awhile?
1216,what was the name of king arthur's sword?
1217,what is a sea monkey? kids got a grow ur own kit and i see nothing in the tank how long will it take to grow?
1218,what asap mean?
1219,i need some great sites too download music videos for free.new videos. tnx.? easy too download .
1220,why is the sky blue?
1221,my son has a flight booked for 01/19/06
1222,how can i get the monster out from under my bed?
1223,~~where can i watch commercials for free on the net?~~? i am looking for the where the hood at sprint commercial i believe it's sprint. thanks.
1224,what is voip?
1225,i have to put sulfur in my hair and have been mixing it with aloe vera gel.there is an odor.is this toxic? i am concerned with the chemical reaction of sulfur and water (in the aloe) and want to know what is formed.  most sources say that sulfur is not toxic when applied topically and a few say that it is.
1226,funny joke i have? okay...there's a girl called helen.here last name is sas.now say them fast all together!!!ha ha ha!!!
1227,how do i post an mp3 file to my blogger blog...step by step
1228,what is the derivative of tangent?
1229,where is the best free music download site on the web?
1230,what is the most popular website in the netherlands? who runs it?
1231,what are the worst cigarettes you can smoke? i know all cigarettes are bad
1232,how do i find out a guys email address?
1233,world smallest volcano where is the world smallest volcano
1234,what's the best scale to use to get that exotic indian sound in e minor?
1235,which hurts more
1236,who was the first tv couple to be shown in bed together?
1237,how do we start a shoe repairs business? what would be the first thing we should do to start a shoe repairs business.&#xa;i know that we need to look for a business and get it financed but what else
1238,if anyone could guess anything correct about my nature or personality then i would rate it as the best answer?
1239,how to save arrays in mysql with php? how would one save an array in mysql using php?
1240,what does the forgotten arm
1241,where can i find the answers to prentice hall's global history and geogrpahy 2005 edition. any help please :-d
1242,what did the itsy bitsy sipder climb up?
1243,what are bedbugs?
1244,looking for a good spa in the sf bay area
1245,whats your favorite reality show on tv?
1246,where can i find gif made from videos? any good websites?
1247,what jobs are available with an industrial/ organizational psychology masters degree?
1248,on what nuts can pictures hang?
1249,the best andti virus? who is the best anti virus?&#xa;1. mcafee&#xa;2. norton
1250,if i lose lots of money in stock in one year
1251,how do i get a flat belly without going to the gym.?
1252,how is nasa and aeronautical engineering related?
1253,what's the best local site? i'm looking for other good local sites
1254,i want to make new email adress?
1255,is yahoo cool?
1256,who is going to win the apprentice? randal or rebecca?
1257,what is the age of renee elise goldsberry?
1258,can schools in pa turn the heat down past 68 in december?
1259,what is an ant build?
1260,explain the phrase the mobilization of minorities with what group decribe tactics and goals using example?
1261,how do you find a mac adress of a network card?
1262,masters degree?? if i want to attend telecommunications masters degree in uk or malaysia how much does it cost?!
1263,does mark macaron like me..??!!? i've been in love with him from the first time i saw him...he thinks i'm a wimp...i am hella shy...what do i do?
1264,how do i know my girlfiend really loves me?
1265,is trigonometry considered high school or college level math? i never took trig. is it the level after calculus?
1266,where can i buy the lennon 4-cd set?
1267,what is the world's most expensive diamond?
1268,is my myspace cool... www.myspace.com/heatherherrera?
1269,how do you figure proportions when you have two objects (different sizes
1270,what are good websites for teens to meet other teens?
1271,i need to find a houes forent in cocoa fl?
1272,sending a valuable object.......? you want to send a valuable object to a friend securely. you have a box which can be fitted with multiple locks
1273,what is the value in u.s. money for a ten riyals?
1274,hay um can some1 pleaseeee tell me a bone that starts with ' w
1275,how do i treat staff infection?
1276,where can i find anti bullying music?
1277,what is the best way to tell ur boyfriend u want to beak up?
1278,which is the more powerful crime family - the corleone's or the soprano's? assuming of course they were in power in new york and new jersey
1279,i need anybody to assist me on how to get  money/funds.? i need to pay fees for my studies.   &#xa;in  regaurd to this matter
1280,where is my dad? ive been looking for him for 18 years  his name is allen  d saum
1281,what are the qualities that a good friend should have?
1282,what is your favorite color?
1283,is cloning man's greatest achievement so far?
1284,have you ever smelled moth balls?
1285,how many people live on planet earth?
1286,how can i do a like or contains condition in excel? i'd like to set the value of a cell based on the whether another cell contains a certain string.  &#xd;&lt;br&gt;&lt;br&gt;for example
1287,what can i do to fix my engagement? well i've been living with my fiance for 2 years now
1288,i want to know who sing a christian song that has in its lyrics when you've lost your faith  borrow mine.
1289,my yahoo messenger wont come open ... why ? when i click on it to open it so i can sign in it flashes on and off .. thats it ... ive tried uninstalling it and reinstalling .. no luck .. ive tried everything
1290,what happens if you stop taking your hiv meds then start them again after two months off?
1291,what is the difference between static and dynamic storage management?
1292,is shirley temple dead?
1293,any one who favors the lord can answer my question what are the seven deadly sins where are  they in bible?
1294,how do beta blocking hypertension meds work and explain the meaning of beta in this situation.?
1295,can a ex girlfriend go riding with an ex boyfriend?
1296,what is one feature that you would add to this product? we want to hear from you!
1297,what is linux? okay
1298,it is so nice!? it is so nice outside
1299,how does my business get set up to accept health insurance?
1300,which is the best website to know about yoga?
1301,what is the boot-shaped country found in southern europe?
1302,where are some good ajax tutorials and demos? i'd like the site to explain what the code does and allow you to download the source.
1303,in the food service industry
1304,wwwdoes masturbation have any effect like impotency or psychological effect.?
1305,can you get pregnant from oral sex?
1306,my windows xp takes 45 minutes to boot
1307,where is the best place to meet highschool girls? i go to an all guys school and i have been having trouble meeting girls. my friends are no help. any ideas where i could go to meet them?
1308,why don't we snore when we are awake? why don't we ever snore while we are awake.
1309,how do you clean a computer monitor's screen?
1310,css ie hacks? i've been trying to find a few sites that have a comprehensive list of css box model hacks to make ie behave. i'm fairly new (6 months) to css and am noticing that ie treats things like padding fairly different than ff. i've also noticed that the indenting of unordered lists is wonky. are there a set of hacks available that will bring this in check? it is very frustrating.
1311,how do i get my girlfriend to stop smoking cigarettes? shes a pack+ a day for over 10 years. she feels hopeles
1312,why some married couples watch sexy movies together ?
1313,is the idea of a mid-20's crisis true?
1314,what is the best remedy for a hangover?
1315,which cat has the largest variety of prey?
1316,do i just let it go when my ex-best friend steals my boyfriend? or do i act out against it? well
1317,what is your worst nightmare?
1318,are there galleries that you recommend for me to go to in dallas?
1319,how do you get over a broken heart for the new year?
1320,what is meant by inplace quick sort? how is it done?
1321,did brad pitt and angelina jolie get married? a friend's sister lives in florida and told her she was in a traffic jam because of the helicopters.  but i haven't heard anything.
1322,what causes the price of gold to go up and down?
1323,what is an orgasm.i know that women have them but what happens when they do.?
1324,why is it that magazines on newsstands this month have next month's date on them? if you were to pick up a monthly periodical today (in november)
1325,what's ur favorite colour? and why?
1326,population and capital of germany?
1327,how to accept usa visa? i have cousins which are living in usa.i want to visit them
1328,how should i approach a girl that i like?
1329,how do i get a girl to like me? i know this girl and we are good friends but i want to be more than friends what should i do
1330,what is responsibility? responsibility intermes of management and deligation
1331,why is it dark when it rains but not when it snows during the day?
1332,in frosty the snowman
1333,what is avian flu and why is everyone so worried about it?
1334,can someone with bipolar control their actions towards others? a friend was recently diagonosed with bipolar.  she blames this for the way she acts and does not take responsibility for her actions.
1335,what do u do when u just broke up with ur gf but u still like her?
1336,what is the best business college in the continental united states?
1337,blogs what are they ? i mean what is the reason for creating it ?&#xa;is it a way to profiling people and knowing how everyone thinks and his believes ?
1338,is there any way to keep sites that i searched from showing up when i type a letter? that begins with the same letter as one of those sites. i realize that sometimes that is convenient
1339,which is better: subway or quiznos?
1340,michael j. fox in another back to the future movie? and he wants to play the role of the professor (not necessarily doc)...he is currently in negotiations with studios to make it.  i just saw this on the news.  should they make it?
1341,what is the best medication to fight multiple sclerosis? i have ms
1342,what are the top 10 childs christmas gifts this year?
1343,i have known this guy for 6 yrs i love him what do i do ? i met this guy 6 yrs ago face to face we have every thing in common i mean we just click in every way physicaly mentaly and emotionaly when we get together we talk til 5 am or later about every thing 1 prob tho he has an g/f and a baby he says it is over but she says it is not over i dont know who to believe i like this woman she knows me and him are intimate and i dont wanna take him away from his baby i would never do that i am not that kind of person he says he loves me all the time when i do go to visit them he cant keep his hands off me i dont wanna hurt her but if he is right and she doesnt want it to be over how do i tell her with out hurtin her and what do i do if he is liein i dont wanna brake them up either he says there sex life is not there i dont know what to do can any one help
1344,is nora roberts trilogy of in the garden based on a true story?
1345,is there such a thing as a technical temp agency? i know there are temp agencies for $6/hr low skill temp jobs
1346,what is the meaning of life?
1347,why does quantum physics and relativity hate each other? yah
1348,can i save my marriage if my husband doesn't want to?
1349,im thinking of buying a house on landfill in the bay area what are your thoughts?
1350,paris hilton - nasty abomination or hot seductress? what do you think?
1351,is my yahoo e-mail site and e-mails virus
1352,is this a right time to buy house in sf bay area?
1353,is there an easy way to upgrade my laptop harddrive? i prefer not to re-install anything.
1354,what is the best caliber to hunt southern whitetails with? shots will be 100 yards or less in wooded areas.
1355,how do you get rid of stretchmarks?
1356,how did language start? especially the english language.. who define the abcde....
1357,where can i research a coop business that is bankrupt?
1358,what makes a security a good buy from a value investor's point of view?
1359,i am a contract worker my contract is for one mouth only so what am i'm going to do with out working? i was workig as a temp befor for one year and four mounths then i got a one mouth contract job so i dont know what am i'm going to do january next year'please help me?
1360,what is the difference between xsl and css?
1361,bankrates on money market funds? best bank rates on money market funds in the central fla. area
1362,what is a good gift for a man in his 40's that is overweight
1363,what market trends
1364,does anyone know any good chat sites besides yahoo and msn?
1365,how do you say you're sexy in french?
1366,what came first the male organ or the female organ? ((( and i don't mean the instrument)))
1367,how do you find the will to live when all you can feel is regrets and emptiness inside? i have been feeling this way for a year now.  it's the result of a very bad decision that i had made for myself.  one that i can't seem to forgive myself for.
1368,how does it sound darth vader breathing? send me the real sound
1369,how to get internet without telephone connection
1370,where can i find the phone pranks from full metal jacket
1371,what can i do if i do not have a social securety card and i need to have a secure credit card.anything?
1372,grandfather in mi'k-maq indian? i am trying to find out what the word for grandfather would be in mi'k-maq indian. where would i be able to find this?
1373,it's okie  if i marry to my boy friend?
1374,is the built in video adapter better? is the built in video adapter of intel motherboards better or the add-on cards like nvidia or geforce. is it true that no agp card will be able to play all the games ?
1375,i have a red blood dot on my eye.  what is it from.  the white part of my eye.?
1376,how can we manufacture soap/detergent powder economically without electric power in a village?
1377,what's the best gift you got for christmas?
1378,what company built a brewery in a major league baseball stadium?
1379,any one like to trade jokes ? clean ones please life after all is a big joke.
1380,what does .com stand for?
1381,benefit of sec. 80c of it act.? savings in gpf/ppf
1382,i can't get the full width of my screen
1383,how do i close my yahoo mail membership?
1384,any great
1385,looking for a club in bessemer
1386,we need a  banging my head on the keyboard emote for frustration
1387,what's the point of life?
1388,what is orthognal?
1389,have you farted in front of everybody?¿?
1390,why the movie brokeback mountain
1391,why does my avatar not show up when i answer a question? i created an avatar last night. it shows up on my email and my yahoo messenger. why does it not show up on answers.yahoo?
1392,how do you know if a guy love you? i am with this guy
1393,how did the kids born deaf 4 thier parents.? parents are hearing and they start 2 have a baby &amp; the baby are deaf.why so differnent???
1394,how can i get to watch tv programs around the world through internet? (for free or not!)?
1395,what do u do if a girl says no to marring you? doe suiside work well or alcohol? i'm not gonna kill myself so don't lecture me about it
1396,who's shimi tavori? what is he famous for?
1397,single women; when it comes to a man
1398,how cold does it it get in the artic cirlce?
1399,what's the best movie to go to this weekend?
1400,which is better jsp or php and why?
1401,how can i make a maya 7 file readable in maya 6?
1402,what building housed the first elevator?
1403,as someone who knows nothing about networking
1404,where does berilum come from?
1405,what's your story?
1406,why does my ex-husband
1407,why are women not smart enough to know that men are not smart enough ?
1408,why doesn't yahoo search go to yahoo questions/answers for the search query yahoo question? it goes to some old ask.yahoo.com section of the site.
1409,what career can i get if my strength is working with my hands?
1410,why are casio keyboards so popular
1411,whats the coolest thing on the web for kids?
1412,do you think you have scientific proof of evolution? i know someone who will pay you if you really do!? ok
1413,i am curious how to use the super webcam mode
1414,i need a virus protection program.? i need to protect a second computer in my home.in the time it takes to go online and purchase/download a virus program will i be safe from viruses? any suggestions on virus software brands and prices?
1415,how do you make a firecracker?
1416,how long can humans live?
1417,did you ever make a short film?
1418,how can i make quick money without braking the law.?
1419,i m looking for adidas dealer? this is eddy from south korea .&#xa;i m looking for a dealer who can send me all the new products (when i get to order )&#xa;&#xa;first i would like to have a phone call at talk about the prices and how its gonna work when we start woking together .&#xa;&#xa;this is my shop adress ( town.cyworld.com/sohot )&#xa;its korean internet multi shop .&#xa;&#xa;or you can email me where your factory is or you can give me your phone number or office number so i can call you .&#xa;&#xa;i have lots of customers whos asking about adidas products .&#xa;&#xa;but its really hard to look for a dealer who can work with me ..&#xa;&#xa;hope we make good partner ship ...&#xa;&#xa;my email adress is &#xa;eddychoi00@hotmail.com
1420,what is your favorite christmas movie?
1421,the phrase three sheets to the wind where did that come from?
1422,why do beautiful women think it's a curse to be beautiful? i have heard pretty women say that it's a curse to be beautiful.  i don't get it.  is it?  why?
1423,how do i get into a chatroom on yahoo? i cant get into a chatroom how do i get on
1424,death cab for cutie or the postal service? same singer
1425,my question again is does frozen chicken/turkey caused bird flu
1426,what is your favorite adam sandler movie?
1427,where is the hottest place on earth?
1428,what  is love to you?
1429,where can i obtain my past employment history if i cannot remember where i've worked or dates?
1430,how can i contact yahoo admin? i want to contact yahoo admin to make an arabic web site for yahoo
1431,passionate people - do they match well together or spell disaster? people who feel to the deepest depth
1432,why am i alive?
1433,access email account if forgot user id and password? how can i access my email account if i forgot both the user id and the password?
1434,did they ever find out what was the ghost boy in three men &amp; a baby ? for most of what you all know
1435,is wrestling fate?
1436,what is happiness? what is happiness?
1437,why is it that men cheat on a faithful woman?
1438,what is the name of yahoo! answers' mascot? what's the history behind it and... what is it???
1439,zone alarm settings using perl or registry? how can i change zone labs integrity desktop settings using perl or batch scripting or by editing registry values?&#xa;&#xa;i specifically need to enable and disable program controls for different programs.&#xa;&#xa;thanks
1440,can anyone else go to myspace.com or does your computer tell you it can't find this page?
1441,why do we die?
1442,yahoo chat rooms won't load? when i click on chat in messenger
1443,how does gas cutter work?
1444,what do you do if you have senioritis since the 5th grade? senioritis is when your a senior in high school &amp; really can't wait to graduate. you end up taking alot of school days off &amp; stop doing your homework because you're looking forward to leaving high school.
1445,what inspired the song secret by the group maroon 5?
1446,if you want to advertise your web site for viewers or buyers to come how do you do this? yes
1447,do you get annoyed when you ask a serious question and you get a stupid or immature answer?
1448,what is the difference betwen a close knit family and extended family?
1449,why did they say men are from mars and women are from venus? i really dont know the real meaning of that saying
1450,what theme park boasts the most roller coasters within its park
1451,why do people put plasticforks in someones yard?
1452,who is your favorite king of the hill character?
1453,how do i upload audio with a microphone?
1454,okay
1455,can monica of friends carry chandler?
1456,how'd a woman act? if you happen to fall in love with a man who's already married
1457,can i link my 360 profile to my questions/answers here? how can i link knowledge search to my 360 profile?  i would like to get an updates on my questions and&#xa;answers
1458,what language gave us the words kimono and futon?
1459,how many licks does it take to get to the tootsie roll center of a tootsie pop?
1460,what is the laplace transform of x-5y ?
1461,how to download?
1462,whats the best way for me to get a goverment grant to start a small business?
1463,how do i get rid of the mucas? for over a year
1464,why is pink most girls fav. color?
1465,why is it so hard to find nude pictures of native americans or american indians?
1466,was adam curry responsible for the current limits on wikipedia?
1467,is it bad or depressing to wear  black all the time? what are the effects (psychologically
1468,will he ever marry me? i luv dis guy so much
1469,wat is the answer to -12 + 4n = 6 ( n - 2 ) ?
1470,how can i control de number of times a windows 2003 server rings
1471,donald duck never wears pants so why is it when he comes out of a shower he puts on a towel round his waist??
